GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43
1400000US12031012704,12031012704,"Census Tract 127.04, Duval County, Florida",1848,158,51010,2498,48.9,7.2,53247,4135,44,7.1,47813,4717,1,1.6,-,**,2.4,2.4,34750,104533,0,2.3,-,**,2.5,3.3,-,**,1.3,1.7,35625,17358,8.1,3.4,53478,20550,45,6.9,52444,3757,4.5,3.4,26667,44798,45.5,8,51083,3145,39.9,8.2,52871,3322,10.1,3.1,37841,23830,1216,150,51923,3121,43.3,7.8,51250,6110,56.7,7.8,52359,3551,66.4,9.7,53706,4673,21.9,7.3,45345,25316,11.8,7.4,43977,34246,632,160,45833,15578,66.9,13.8,38323,9332,55.4,14.3,37007,2837,11.6,9.4,57083,180331,33.1,13.8,53750,11294,23.7,12.7,59052,27418,9.3,7.6,49350,6606,28.2,(X),(X),(X),32.1,(X),(X),(X),20.9,(X),(X),(X)
1400000US12031012800,12031012800,"Census Tract 128, Duval County, Florida",2562,138,37768,8387,60,5.6,44805,6703,34.3,5.3,28311,5972,0,1.6,-,**,3.1,1.9,46964,36561,0.7,1.3,-,**,1,1.8,-,**,0.9,1.1,22000,35668,6.4,4,35066,33193,54.8,5.8,45382,6249,2.8,3,77774,108686,31.6,6,34500,12772,37.7,6.6,53447,18969,27.9,3.9,24583,16684,1787,175,46024,5813,50,8.3,35473,15912,50,8.3,49122,9444,59.4,10,54783,9628,32.6,9.4,33505,13862,8,4.3,26198,26691,775,198,22631,3307,69.3,11.3,20292,6922,67.6,11.2,19500,7291,1.7,2.7,-,**,30.7,11.3,24278,16230,28.9,10.8,24667,20959,1.8,3.1,-,**,29,(X),(X),(X),27,(X),(X),(X),29.3,(X),(X),(X)
1400000US12031012900,12031012900,"Census Tract 129, Duval County, Florida",917,66,45830,1635,73,8.6,46650,3736,19,7.1,42738,6023,0,4.5,-,**,0,4.5,-,**,0,4.5,-,**,5.7,4.9,108333,63624,2.4,3.1,60781,38816,6.7,5.4,108045,87214,72,8.9,46800,4187,0,4.5,-,**,27.2,8.3,46793,22965,37.1,6.6,43895,7111,35.8,6.3,46264,1300,586,109,57917,17330,29.7,11.3,60417,7408,70.3,11.3,48077,13327,59.9,15,60858,19429,32.6,13.7,49519,12535,7.5,6,65333,40399,331,107,38583,5785,36.3,14.8,34583,14829,32.3,14.1,33229,24409,3.9,6.4,-,**,63.7,14.8,39806,8227,37.2,17.5,38806,8578,26.6,19.2,46250,18590,34.2,(X),(X),(X),31.4,(X),(X),(X),39.3,(X),(X),(X)
1400000US12031013000,12031013000,"Census Tract 130, Duval County, Florida",955,66,142875,30893,100,4.3,142875,30893,0,4.3,-,**,0,4.3,-,**,0,4.3,-,**,0,4.3,-,**,0,4.3,-,**,0,4.3,-,**,0.9,1.8,-,**,99.1,1.8,144000,29276,1.2,2,-,**,22.5,4.1,113092,38903,33.7,6.2,167000,34404,42.6,5.6,141442,40142,761,60,156771,18351,36.5,5.4,133542,50680,63.5,5.4,163447,7756,96.7,3.6,159750,14394,3.3,3.6,12083,64084,0,5.4,-,**,194,63,57368,69846,64.4,18.1,46250,35934,64.4,18.1,46250,35934,0,19.5,-,**,35.6,18.1,157969,136106,25.8,17.4,215938,311412,9.8,11.2,104659,101105,29.4,(X),(X),(X),27.7,(X),(X),(X),36.1,(X),(X),(X)
1400000US12031013100,12031013100,"Census Tract 131, Duval County, Florida",1035,109,40972,17854,88.1,5.3,47333,17804,5.4,3.5,25781,16878,0,4,-,**,3.8,3.8,22438,381564,0,4,-,**,0.8,1.5,-,**,1.9,2.9,-,**,2.3,2.8,19375,97178,86.6,5.9,50761,16622,9.4,5.7,32063,7495,30.6,8,68854,22542,32.8,5.4,60980,9094,27.2,5,21453,5746,551,84,57109,14294,55.7,10.5,56484,27765,44.3,10.5,60179,25278,79.7,9.9,61830,11584,11.3,6.3,51852,21601,9.1,8,35833,25429,484,109,29318,8792,61.4,13.2,21192,5738,56.2,12.4,21337,5229,5.2,5.7,14583,317085,38.6,13.2,46250,22729,34.5,13.2,53750,18147,4.1,6.1,-,**,27.7,(X),(X),(X),13.6,(X),(X),(X),41.5,(X),(X),(X)
1400000US12031013200,12031013200,"Census Tract 132, Duval County, Florida",270,70,35500,4737,92.6,8.4,36000,3404,4.1,6.3,-,**,0,14.5,-,**,0,14.5,-,**,3.3,5.5,-,**,0,14.5,-,**,0,14.5,-,**,3.3,5,-,**,89.3,9.4,35775,3718,24.8,15.9,32639,4874,61.5,17.8,37197,15787,6.7,11.8,32250,85382,7,2.1,-,**,262,68,35300,5455,69.8,12.3,35515,10169,30.2,12.3,35189,7658,86.3,15.1,36200,3053,13.7,15.1,9300,23787,0,14.9,-,**,8,18,-,**,100,100,-,**,100,100,-,**,0,100,-,**,0,100,-,**,0,100,-,**,0,100,-,**,12.2,(X),(X),(X),12.6,(X),(X),(X),0,(X),(X),(X)
1400000US12031013300,12031013300,"Census Tract 133, Duval County, Florida",3044,207,43676,8227,57.7,5.7,50141,6378,30.5,5.5,27267,14029,1.1,1.2,94563,244470,6.3,3,34442,24526,2.4,2.7,50877,13361,1.7,1.5,75368,97129,0.3,0.5,-,**,5.9,3.4,29345,28270,54.7,5.7,51210,7379,4.7,2.9,48547,8883,43.4,6.6,36721,10781,36.1,5.7,57721,19006,15.7,2.7,36979,13505,2095,225,42481,7897,46.7,7.8,34843,5549,53.3,7.8,52130,11693,55.3,7.9,65981,9109,38.7,7.5,32874,12270,6,4.5,36830,22842,949,210,34243,10149,34.9,9.8,28313,11447,33.4,9.6,24861,10135,1.5,2.3,-,**,65.1,9.8,44667,18630,53.1,10.4,38611,22573,12,7.7,49128,12166,38.9,(X),(X),(X),41.1,(X),(X),(X),32.2,(X),(X),(X)
1400000US12031013402,12031013402,"Census Tract 134.02, Duval County, Florida",2035,150,36820,6342,72.9,7.3,35722,5523,18.1,7.1,41484,19291,0,2.1,-,**,2.2,3.6,-,**,0,2.1,-,**,3.5,2.9,21339,52311,3.3,3.4,19111,19751,6.6,4.5,38693,54915,69.8,7.5,34904,4969,9,5.1,43630,11885,38.9,6.4,39195,7133,34.6,6.4,34583,17967,17.4,5.5,27656,4111,1320,179,43953,6357,51.2,8.3,35482,10662,48.8,8.3,54259,19656,52.7,11.6,61693,11213,38.9,10.1,25641,4648,8.5,6.9,43556,13156,715,158,21636,3944,55.7,14.1,20000,3045,49.9,14.6,19443,1998,5.7,4.7,48304,44961,44.3,14.1,29688,22885,36.4,13.7,33750,23001,8,6.7,17266,64884,33.9,(X),(X),(X),40.2,(X),(X),(X),22.2,(X),(X),(X)
1400000US12031013403,12031013403,"Census Tract 134.03, Duval County, Florida",1451,154,37813,10136,64,9.7,43455,8013,34.7,9.4,31359,7547,0,2.9,-,**,0,2.9,-,**,0,2.9,-,**,0,2.9,-,**,1.3,2.1,-,**,0.6,1,-,**,63.5,9.8,43594,7597,12.2,7.7,27804,17935,35.9,11.6,37596,11753,33.8,9,52364,21337,18.1,6.2,37045,15420,544,156,44420,17239,43.9,16.6,43237,6359,56.1,16.6,58625,25156,73.9,16.1,58667,21131,18,13.8,37598,29041,8.1,10.1,44537,64863,907,173,28232,5723,47.9,15.2,27607,11972,39.8,14.3,28234,10263,8,7.9,21755,6906,52.1,15.2,42994,33155,34.5,14.1,43169,25764,17.6,11.9,27059,100519,19.4,(X),(X),(X),22.4,(X),(X),(X),17.5,(X),(X),(X)
1400000US12031013404,12031013404,"Census Tract 134.04, Duval County, Florida",1251,150,40951,7945,66.5,6.9,48563,7854,28.5,6.6,34107,10263,0,3.3,-,**,5,5.8,"2,500-",***,0,3.3,-,**,0,3.3,-,**,0,3.3,-,**,5.4,3.6,39732,53027,63.1,7.8,48563,7444,5.6,4.1,39615,20200,42.6,10.8,37575,12721,36.1,11.5,45179,10550,15.7,7.4,56167,51841,663,155,40677,14358,39.5,15.3,28750,22873,60.5,15.3,52057,15026,47.8,16.3,49281,17697,41.5,18.3,37844,34427,10.7,8.1,37375,43320,588,172,40291,12457,56.3,17.9,34299,11968,56.3,17.9,34299,11968,0,7,-,**,43.7,17.9,50402,22159,32.7,15.5,34167,20962,11.1,9.4,98523,105152,35.6,(X),(X),(X),30.9,(X),(X),(X),32.7,(X),(X),(X)
1400000US12031013502,12031013502,"Census Tract 135.02, Duval County, Florida",1181,99,57799,9717,64.4,9.1,49167,8646,30.2,8.3,67331,14335,0,3.5,-,**,4.6,3.3,75750,48232,0,3.5,-,**,0.8,1.1,80417,64609,0,3.5,-,**,12.2,6.7,38162,10115,53,9.6,58083,11339,5.4,5,24792,42368,51.2,9.8,66960,10456,37.3,9.5,48229,12272,6,2.6,30938,59526,898,100,65682,12748,62.1,8.7,51771,6617,37.9,8.7,72361,6907,75.9,9.6,70698,8729,14.5,7,58750,31686,9.6,7.3,14400,34059,283,104,37610,4509,35.3,22,35833,10248,32.2,20.9,35417,11455,3.2,4.8,-,**,64.7,22,38934,6780,52.7,21.4,40368,16513,12,16.6,-,**,28.4,(X),(X),(X),30.5,(X),(X),(X),12.7,(X),(X),(X)
1400000US12031013503,12031013503,"Census Tract 135.03, Duval County, Florida",3166,183,45625,6703,60.4,6.2,46232,10336,33.3,6.6,45960,12072,0.8,0.8,65000,75006,2.2,1.7,65577,63372,0,1.3,-,**,0.6,0.5,36875,67698,2.7,3.5,9081,65924,4.2,2.7,34620,12118,56.8,6.2,50316,11894,4.2,2.7,35990,42462,45.3,7,36613,13911,40.4,6.8,55611,6470,10.1,3.9,36763,5057,2258,232,51276,6068,55.8,7.3,39940,13562,44.2,7.3,65221,18080,63,8.2,62692,12918,26.7,8.2,37000,9986,10.4,6.6,50590,12034,908,208,36389,5662,54.1,13.4,22054,20617,52.2,13.4,20536,18678,1.9,2.3,39625,77940,45.9,13.4,45750,14783,34.6,14,42321,10951,11.3,8.7,59875,22667,42.5,(X),(X),(X),43.8,(X),(X),(X),37.2,(X),(X),(X)
1400000US12031013504,12031013504,"Census Tract 135.04, Duval County, Florida",2002,173,49375,6151,51.2,7.1,59141,23676,34,4.8,36794,20391,0.5,0.8,-,**,6.3,3.1,35515,79589,0,2.1,-,**,6.3,4.7,95425,84737,1.6,1.8,52647,97554,12.1,5.6,49250,63083,45.4,5.7,65586,19740,1.3,1.6,11985,26423,47.2,7.8,48064,10610,36.5,7,71230,5613,15,4,30745,6789,1494,186,55153,12077,49.7,7.9,49345,10871,50.3,7.9,68207,12171,75.6,9.1,64699,6517,22.2,9.1,28403,19643,2.2,2.2,39063,44517,508,151,28088,11198,66.9,12,15403,10515,63.8,12.8,12344,9447,3.1,5.2,-,**,33.1,12,45455,23468,30.9,12.7,46705,29591,2.2,3.9,-,**,35.1,(X),(X),(X),38.4,(X),(X),(X),24,(X),(X),(X)
1400000US12031013521,12031013521,"Census Tract 135.21, Duval County, Florida",4616,268,41667,3957,52.5,4.8,44089,3421,40.5,4.8,35104,8046,0,0.9,-,**,2.5,1.5,87763,32615,0,0.9,-,**,2.9,2,47891,22445,1.6,1.2,41346,9216,7.4,3.2,46833,12573,49.8,4.9,44375,3605,10.8,3.8,34679,18571,51.1,5.5,43626,5632,26.1,4.2,44778,3327,12,2.3,26097,8855,2764,306,45566,5727,59.4,6.5,37395,8569,40.6,6.5,55498,9100,55.4,8,58451,4516,35.5,7.4,22344,4658,9.2,4.8,56772,38931,1852,258,35000,7095,59,8.5,32782,7090,49.2,9.5,26607,9157,9.8,4.8,73882,34448,41,8.5,42273,4620,37.8,8.6,42542,9417,3.2,2.3,41000,69258,36.7,(X),(X),(X),35.6,(X),(X),(X),34.7,(X),(X),(X)
1400000US12031013522,12031013522,"Census Tract 135.22, Duval County, Florida",1196,104,56250,9603,63.2,7.3,58718,7890,25.9,7.7,40357,14140,0,3.5,-,**,4.8,4.6,74044,22038,0,3.5,-,**,5.4,4.6,89516,29657,0.7,1.1,-,**,17.4,6,71731,11241,51.2,8.4,57083,8064,13,7.4,73207,63625,44.9,8.9,58324,6610,31.4,6.7,52625,22015,10.8,4.4,30139,29879,776,129,56667,18031,43.2,9.9,41438,18493,56.8,9.9,63277,12647,61.7,11.2,60893,8230,28.4,11.5,33636,27903,9.9,8.6,19327,78496,420,120,37500,19467,42.6,17.4,28902,7019,35.2,17,27727,13605,7.4,11.4,-,**,57.4,17.4,57824,23612,32.1,14.1,37031,13775,25.2,14.8,72609,6522,45.6,(X),(X),(X),39.8,(X),(X),(X),41.2,(X),(X),(X)
1400000US12031013721,12031013721,"Census Tract 137.21, Duval County, Florida",2487,222,51185,3948,66.5,6.3,48602,6295,27.5,6.3,63986,13132,0,1.7,-,**,4.8,2.4,42250,51773,0.5,0.8,-,**,0.6,0.7,75417,83171,0,1.7,-,**,7.4,3.8,40438,29386,60.5,6.2,49767,4975,2.3,2.4,35714,16527,55.5,6,54018,9601,34.2,5.8,51543,3662,8,3.4,34536,6537,1488,186,59375,13161,63.2,7,56536,14511,36.8,7,70982,25343,71.6,10.1,75032,7196,22.2,9.2,40808,13990,6.3,4.1,34567,25900,999,210,41304,7680,57.5,14.2,34722,14216,38.6,13.8,21944,14677,18.8,10.4,45000,16217,42.5,14.2,46838,8471,30.7,13.4,45025,13177,11.8,9.9,70913,14783,32.9,(X),(X),(X),35.6,(X),(X),(X),28.9,(X),(X),(X)
1400000US12031013723,12031013723,"Census Tract 137.23, Duval County, Florida",1827,145,52358,6162,70.4,5.6,53786,9579,24.2,5,48684,5285,0.3,0.6,-,**,3.5,3.1,155214,99077,0.5,1,-,**,1.1,1.3,53750,6032,0,2.3,-,**,5.6,3.5,33553,11558,65.4,6.2,55313,11463,2.8,2.3,32250,89830,39.6,6.3,52113,7267,47.8,5.8,55795,11576,9.7,2.2,50855,13897,1428,162,60735,12445,46.6,8,53650,11844,53.4,8,64508,9016,75.1,7.8,72899,13272,19.9,6.9,36250,17000,5,3.8,11467,35636,399,119,32404,4897,55.4,15.2,39554,17536,35.6,15.1,30944,23014,19.8,14.6,66458,74914,44.6,15.2,30750,14154,38.6,15.7,30500,14956,6,7.5,32857,43096,37.9,(X),(X),(X),40,(X),(X),(X),19.5,(X),(X),(X)
1400000US12031013726,12031013726,"Census Tract 137.26, Duval County, Florida",3027,150,59461,3339,69.3,4.3,60413,2975,24.1,4,53555,7393,1.1,1.2,80278,124951,4,2.2,76000,10490,0,1.4,-,**,0.6,0.8,44083,21334,1,0.9,46058,50381,7,3.7,49076,16477,63.6,4.8,60675,2921,2,1.5,36000,28308,51.4,5.1,61036,2734,36.8,4.6,59423,12530,9.8,1.9,28750,10596,2333,172,61425,3377,55,5.2,60600,5027,45,5.2,66053,5935,85.1,6.1,63717,4270,9.9,5.2,38750,30057,4.9,3.5,54726,18661,694,171,48409,14551,48.1,14.3,35956,20446,37.9,12,35699,23007,10.2,9.4,80224,107293,51.9,14.3,58793,3402,40.3,14,58621,8926,11.5,8.2,75323,39663,37.8,(X),(X),(X),39.8,(X),(X),(X),28.2,(X),(X),(X)
1400000US12031013727,12031013727,"Census Tract 137.27, Duval County, Florida",2824,144,65503,3473,69.6,4.5,65452,2768,22.4,5.2,66125,33950,0,1.5,-,**,5,2.5,69464,27939,0,1.5,-,**,2.4,2.5,21604,151826,0.6,1,-,**,8.9,3.5,62386,23600,63.1,4.9,65225,3622,1,1.2,52266,20458,39.9,5.1,62700,11489,49.3,4,70521,12711,9.8,2.8,48750,21723,2259,192,71611,8526,51.9,6.2,62406,6976,48.1,6.2,80168,5501,90,4.1,76152,6281,8.9,3.9,52083,15701,1,1.6,-,**,565,166,48630,3707,53.1,16.3,46090,6582,44.2,15.6,45128,9678,8.8,9,80185,42298,46.9,16.3,50946,6049,37.3,17.4,50446,3944,9.6,7.8,71324,62278,30.5,(X),(X),(X),31.8,(X),(X),(X),25.3,(X),(X),(X)
1400000US12031013800,12031013800,"Census Tract 138, Duval County, Florida",623,104,42674,7288,58.7,16.1,41613,12928,31.3,17.1,43560,3478,0,6.6,-,**,0,6.6,-,**,0,6.6,-,**,10,9.5,24394,15518,0,6.6,-,**,4.7,4.5,32361,34605,58.7,16.1,41613,12928,9.8,9.1,36758,20439,73.8,13.5,43228,4542,13.3,10.8,24508,18181,3,4.2,-,**,585,109,42516,7759,75.9,14,43165,4575,24.1,14,36495,27612,93.2,5.9,43149,4644,4.4,5,13833,2685,2.4,3.8,-,**,38,37,18125,36718,0,55,-,**,0,55,-,**,0,55,-,**,100,55,18125,36718,100,55,18125,36718,0,55,-,**,13.5,(X),(X),(X),14.4,(X),(X),(X),0,(X),(X),(X)
1400000US12031013901,12031013901,"Census Tract 139.01, Duval County, Florida",1477,130,46186,3577,74.9,7.4,47149,10337,21.2,6.7,42118,6780,0.8,1.4,-,**,3,2.4,77188,70138,0,2.8,-,**,0.1,0.4,-,**,0,2.8,-,**,4.1,2.7,53542,12691,71.7,7.9,46776,12480,11.9,6.4,33523,13941,40.6,7.3,47248,6119,41.9,7.9,52708,18808,5.6,3.6,66875,32835,938,138,51615,7630,59.9,8.6,45714,6038,40.1,8.6,63125,6263,64.8,10.5,57561,6738,22.7,10.4,45696,7571,12.5,9.1,51250,89257,539,124,36453,10132,48.1,13.6,41635,8660,22.3,11.7,36250,3313,25.8,14.5,44493,15893,51.9,13.6,32727,15644,43.6,14.3,35481,25982,8.3,6.8,24821,17487,34.1,(X),(X),(X),31,(X),(X),(X),34,(X),(X),(X)
1400000US12031013902,12031013902,"Census Tract 139.02, Duval County, Florida",1742,160,52727,8238,65,7,51326,13579,26.8,5.9,55288,8624,1,1.1,102875,59303,1.8,2,11845,19804,0,2.4,-,**,3,3.3,20481,24165,2.5,3.2,58622,902,9.7,4.8,50156,69890,61.3,7,52361,16559,2.5,3.7,-,**,38.3,8.1,56542,13665,43.4,7,48043,9195,15.8,3.7,40536,16039,1053,131,51067,11463,45.4,10.2,38906,20235,54.6,10.2,57978,10171,48.1,11,62188,19563,45.5,11,36875,18651,6.5,5,44412,44583,689,163,49922,11622,42.5,14.1,46490,10353,32.9,11.3,45048,12261,9.6,7.5,54063,21429,57.5,14.1,55833,23326,33.2,13.5,44183,23075,24.2,16.9,77250,56793,27,(X),(X),(X),23.3,(X),(X),(X),32.7,(X),(X),(X)
1400000US12031013904,12031013904,"Census Tract 139.04, Duval County, Florida",1867,139,38093,3152,67,8.1,40000,4601,21.6,6.4,36397,6875,0,2.2,-,**,5.2,4.5,15476,54296,0,2.2,-,**,3,3.4,35000,9859,3.2,3.3,12305,39362,6.5,4.5,31339,10594,63.5,8,40933,5483,14.1,6.7,26507,5667,39.5,8.7,39839,8973,36.3,6.2,33750,14409,10.2,3.2,43505,1850,1086,178,42942,3715,54.6,9.9,42541,7240,45.4,9.9,43914,11376,44.3,12,51875,9625,31.1,11.5,31643,14827,24.6,12.3,44078,7576,781,151,25820,8583,33.9,13.5,14160,2990,32.1,13.8,13899,2820,1.8,2.4,-,**,66.1,13.5,30893,9530,49.4,13.9,34531,8159,16.6,11.3,18971,17956,29.6,(X),(X),(X),33,(X),(X),(X),24.8,(X),(X),(X)
1400000US12031013905,12031013905,"Census Tract 139.05, Duval County, Florida",1857,161,83933,13214,98.9,1.7,84543,15389,0,2.3,-,**,0,2.3,-,**,1.1,1.7,-,**,0,2.3,-,**,0,2.3,-,**,0,2.3,-,**,2.9,3.6,"2,500-",***,96,4,85296,15527,2.3,3.3,-,**,28.2,5.9,86771,40905,45.8,6.2,85240,37586,23.7,3.5,83828,32073,1207,154,99297,29218,36.4,8.3,77370,45386,63.6,8.3,108594,29052,78.5,9.4,116831,13708,12.4,7,72143,99978,9.1,7.2,63375,44313,650,194,37237,23426,62.9,12.2,35313,19988,56.6,12.2,24821,24334,6.3,6.8,78977,44414,37.1,12.2,61927,62143,27.1,10.9,43750,33235,10,11,136935,29135,27.2,(X),(X),(X),29.2,(X),(X),(X),23.4,(X),(X),(X)
1400000US12031013906,12031013906,"Census Tract 139.06, Duval County, Florida",1947,160,56103,9217,81.4,6.4,69500,21192,13.4,6.4,34914,8854,0,2.2,-,**,1.6,1.8,11818,86078,0,2.2,-,**,0.7,1.2,-,**,2.9,3.6,58381,2974,3.4,2.8,96310,52356,78.7,6.5,66848,20208,1.3,2,-,**,19.6,6.1,42208,64984,42.7,4.7,56875,8463,36.5,4.2,63205,19896,1011,153,82813,22789,35.9,7.5,48203,40094,64.1,7.5,86250,17200,73.1,11.6,102542,16447,21.4,12.6,33707,6969,5.5,5,51200,19444,936,217,49329,10376,57.4,10.9,42122,12207,48.1,9.4,35750,27533,9.3,7,46350,57301,42.6,10.9,59290,18555,37.1,10.5,57813,29178,5.6,5.9,135469,72363,27.8,(X),(X),(X),30.1,(X),(X),(X),25.3,(X),(X),(X)
1400000US12031014001,12031014001,"Census Tract 140.01, Duval County, Florida",2340,185,55439,6473,95.9,3.6,55859,5814,0,1.8,-,**,0,1.8,-,**,1.2,1.5,32188,241345,0,1.8,-,**,2.9,3.2,16574,68566,0,1.8,-,**,2.9,3.1,19712,55603,93.5,4.8,56384,6237,3.9,3,50449,37095,35.9,5.4,38273,19278,42.9,6.4,66510,27321,17.2,3.7,48388,11389,909,137,94653,32101,41.5,9.6,64250,95908,58.5,9.6,104615,16529,76.3,11.5,114853,19270,15.8,10.8,25125,35526,7.8,7.3,37165,133466,1431,230,39018,18171,36,8.9,29479,10498,29.9,9.1,23462,13881,6.1,4.8,37109,38931,64,8.9,53542,14093,51.8,10.8,55152,25054,12.2,8,51635,21223,18.6,(X),(X),(X),7,(X),(X),(X),23.1,(X),(X),(X)
1400000US12031014002,12031014002,"Census Tract 140.02, Duval County, Florida",1058,94,72123,9022,88.5,9.5,74393,17388,0,3.9,-,**,0,3.9,-,**,1.3,2.1,-,**,0,3.9,-,**,4.1,6.2,-,**,6.1,7.7,53375,26568,0,3.9,-,**,88.5,9.5,74393,17388,0,3.9,-,**,30.8,7.5,88851,27181,54.3,9.5,73304,15647,14.8,7.2,37583,19021,619,107,102375,56312,49.4,12.9,101750,58442,50.6,12.9,105272,70737,86.6,9.2,110962,73887,9.7,7.6,64500,35088,3.7,5.4,-,**,439,133,51172,16640,48.5,19.5,49609,23538,32.8,16.9,44500,16020,15.7,12.7,95188,82733,51.5,19.5,53000,35676,36.4,16.6,28750,68057,15,17.5,53350,23028,31.9,(X),(X),(X),42.6,(X),(X),(X),16.9,(X),(X),(X)
1400000US12031014101,12031014101,"Census Tract 141.01, Duval County, Florida",1683,106,69484,7290,98.5,1.8,69348,7255,0,2.5,-,**,0,2.5,-,**,0.6,1,-,**,0,2.5,-,**,0,2.5,-,**,0.9,1.4,-,**,2.7,2.3,87750,76190,95.8,2.9,69212,7265,6.6,3.5,31350,29092,23.5,3.6,86920,23282,46.7,4.8,76087,7144,23.2,3.2,55694,16827,1141,113,76454,4520,41.6,6.3,77946,7540,58.4,6.3,75379,7265,79.9,7,78750,4803,13.6,5.8,51719,10262,6.5,3.1,71447,36576,542,129,43056,16886,42.4,13.4,34886,21208,34.3,9.9,29868,13546,8.1,7.1,49531,42120,57.6,13.4,50625,39168,34.5,11.2,28429,9723,23.1,14,95125,42609,28.3,(X),(X),(X),25.9,(X),(X),(X),29.5,(X),(X),(X)
1400000US12031014102,12031014102,"Census Tract 141.02, Duval County, Florida",2032,168,49219,14591,92.6,5.3,50851,10505,2,3.2,-,**,0,2.1,-,**,3.4,3.4,22669,19977,0,2.1,-,**,1.6,2.8,-,**,0.4,0.8,-,**,3.2,3.4,64015,76218,90.9,5.7,50725,10573,12.5,6,25031,2843,45.8,8.1,33409,15967,25.6,5.1,64737,36868,16.2,4.2,67350,25684,835,147,69566,13037,35.7,13.6,52697,46318,64.3,13.6,97625,23370,72.5,14.2,86181,27149,19.8,12.5,31705,50880,7.8,8.5,30038,13540,1197,198,31315,10151,53.9,12.7,30203,12927,34.3,11,30174,13175,19.6,11,42656,44322,46.1,12.7,33864,32469,39.1,11.8,32500,29672,7,5.6,54808,99506,29.4,(X),(X),(X),46,(X),(X),(X),17.9,(X),(X),(X)
1400000US12031014202,12031014202,"Census Tract 142.02, Duval County, Florida",2108,206,43185,11670,81.8,6,54943,19253,9.8,5.2,14413,1829,2.5,3.6,-,**,2.8,2.5,103424,4767,0,2,-,**,0,2,-,**,3.1,3.8,"2,500-",***,2.8,2.8,7419,105102,79.7,6.2,57125,20487,7.7,5.2,27538,50478,36.8,7.8,42345,25658,30.9,6.7,68278,15147,24.6,5.2,31213,15093,846,155,98929,18841,21.9,12.2,39316,53908,78.1,12.2,104555,21020,68.8,13,113375,23650,30,12.8,37984,36380,1.2,2.1,-,**,1262,219,30962,11726,47.4,11.8,29470,11422,36.8,10.1,21523,14187,10.5,6.2,50250,24880,52.6,11.8,41026,24022,40.3,10.1,41474,20951,12.4,9.9,29167,57331,39.8,(X),(X),(X),55.2,(X),(X),(X),28.2,(X),(X),(X)
